,regionID,province,city,date,infectionCase,Confirmed,accumulated,briefingDate,note,className
30,10.0,서울,강남구,2020-08-11,강남구 골드트레인/양평군 단체모임,1.0,74.0,2020-08-19,,직장
31,10.0,서울,강남구,2020-08-11,강남구 골드트레인/양평군 단체모임,2.0,76.0,2020-08-20,,직장
32,10.0,서울,강남구,2020-08-11,강남구 골드트레인/양평군 단체모임,12.0,88.0,2020-08-21,,직장
33,10.0,서울,강남구,2020-08-11,강남구 골드트레인/양평군 단체모임,2.0,90.0,2020-08-22,,직장
34,10.0,서울,강남구,2020-08-11,강남구 골드트레인/양평군 단체모임,10.0,100.0,2020-08-23,,직장
35,10.0,서울,강남구,,강남구 사무실(유환 DnC),1.0,18.0,2020-08-05,,직장
36,10.0,서울,강남구,2020-07-27,강남구 커피전문점,8.0,9.0,2020-08-02,커피전문점과 양재동 식당과 연관,일반음식점 및 카페
37,10.0,서울,강남구,2020-07-27,강남구 커피전문점,1.0,10.0,2020-08-03,,일반음식점 및 카페
38,10.0,서울,강남구,2020-07-27,강남구 커피전문점/양재동 식당,2.0,12.0,2020-08-04,,일반음식점 및 카페
39,10.0,서울,강남구,2020-07-27,강남구 커피전문점/양재동 식당,1.0,13.0,2020-08-05,,일반음식점 및 카페
40,10.0,서울,강남구,2020-07-27,강남구 커피전문점/양재동 식당,2.0,15.0,2020-08-06,,일반음식점 및 카페
41,10.0,서울,강남구,2020-07-27,강남구 커피전문점/양재동 식당,1.0,16.0,2020-08-07,,일반음식점 및 카페
42,10.0,서울,강남구,2020-06-30,금융회사,5.0,5.0,2020-07-03,"1명 종로구 소재 통신사 직원, 7월 3일 집계발표",직장
43,10.0,서울,강남구,2020-06-30,금융회사,1.0,8.0,2020-07-09,"7월3일, 4일, 8일 1명씩 추가",직장
44,10.0,서울,강남구,2020-06-30,금융회사,1.0,9.0,2020-07-23,,직장
45,10.0,서울,중구,2020-12-15,금융회사,12.0,13.0,2020-12-18,,직장
46,10.0,서울,강남구,,대우디오빌플러스,,14.0,2020-09-20,,거주지
47,10.0,서울,강남구,,대우디오빌플러스,10.0,24.0,2020-09-21,과거 확진자 중 역학적 관련성이 확인된 10명,거주지
48,10.0,서울,강남구,,대우디오빌플러스,15.0,39.0,2020-09-22,,거주지
49,10.0,서울,강남구,,대우디오빌플러스,2.0,41.0,2020-09-23,,거주지
50,10.0,서울,강남구,,대우디오빌플러스,2.0,43.0,2020-09-24,,거주지
51,10.0,서울,강남구,,대우디오빌플러스,3.0,46.0,2020-09-25,,거주지
52,10.0,서울,강남구,,대우디오빌플러스,2.0,48.0,2020-09-26,,거주지
53,10.0,서울,강남구,,대우디오빌플러스,4.0,52.0,2020-09-28,,거주지
54,10.0,서울,강남구,,대우디오빌플러스,2.0,54.0,2020-09-30,,거주지
55,10.0,서울,강남구,,대우디오빌플러스,1.0,55.0,2020-10-02,,거주지
56,10.0,서울,강남구,2020-09-15,동훈산업개발(부동산관련업),23.0,24.0,2020-09-19,,직장
57,10.0,서울,강남구,2020-09-15,동훈산업개발(부동산관련업),2.0,26.0,2020-09-20,,직장
58,10.0,서울,강남구,2020-09-18,디와이디벨로먼트,8.0,9.0,2020-09-26,,직장
59,10.0,서울,강남구,2020-09-18,디와이디벨로먼트,6.0,15.0,2020-09-27,,직장
60,10.0,서울,강남구,2020-09-18,디와이디벨로먼트,2.0,17.0,2020-09-28,,직장
61,10.0,서울,강남구,2020-10-26,럭키사우나,16.0,17.0,2020-10-29,,목욕장업
62,10.0,서울,강남구,2020-10-26,럭키사우나,11.0,28.0,2020-10-30,,목욕장업
63,10.0,서울,강남구,2020-10-26,럭키사우나,5.0,33.0,2020-10-31,,목욕장업
64,10.0,서울,강남구,2020-10-26,럭키사우나,3.0,36.0,2020-11-01,,목욕장업
65,10.0,서울,강남구,2020-10-26,럭키사우나,1.0,37.0,2020-11-02,,목욕장업
66,10.0,서울,강남구,2020-10-26,럭키사우나,1.0,38.0,2020-11-03,,목욕장업
67,10.0,서울,강남구,2020-10-26,럭키사우나,2.0,40.0,2020-11-04,,목욕장업
68,10.0,서울,강남구,2020-10-26,럭키사우나,2.0,42.0,2020-11-05,,목욕장업
69,10.0,서울,강남구,2020-10-26,럭키사우나,2.0,44.0,2020-11-09,,목욕장업
70,10.0,서울,강남구,2020-10-26,럭키사우나,4.0,48.0,2020-11-12,,목욕장업
71,10.0,서울,강남구,2020-07-02,사무실 관련,2.0,24.0,2020-07-20,"역삼동 V빌딩과 한화생명이 강남구 사무실 관련으로 재분류, 통합",직장
72,10.0,서울,강남구,2020-07-02,사무실 관련,1.0,25.0,2020-07-22,"역삼동 V빌딩과 한화생명이 강남구 사무실 관련으로 재분류, 통합",직장
73,10.0,서울,강남구,2020-07-02,사무실 관련,1.0,26.0,2020-07-24,"역삼동 V빌딩과 한화생명이 강남구 사무실 관련으로 재분류, 통합",직장
74,10.0,서울,강남구,2020-07-01,사무실(온수매트 사업 관련),5.0,6.0,2020-07-07,"지표환자 1명 추가, 누적 6명",직장
75,10.0,서울,강남구,2020-07-01,사무실(온수매트 사업 관련),5.0,11.0,2020-07-08,"확진자 1명, 조사 불분명 4명 확인",직장
76,10.0,서울,강남구,2020-07-01,사무실(온수매트 사업 관련),1.0,12.0,2020-07-10,,직장
77,10.0,서울,강남구,2021-01-11,사우나,17.0,18.0,2021-01-21,,목욕장업
78,10.0,서울,강남구,2021-01-11,사우나,2.0,20.0,2021-01-22,,목욕장업
79,10.0,서울,강서구,2020-11-07,사우나,8.0,9.0,2020-11-14,,목욕장업
80,10.0,서울,동대문구,2021-01-05,사우나,11.0,12.0,2021-01-16,,목욕장업
81,10.0,서울,동대문구,2021-01-05,사우나,7.0,19.0,2021-01-17,,목욕장업
82,10.0,서울,동대문구,2021-01-05,사우나,3.0,22.0,2021-01-18,,목욕장업
83,10.0,서울,동대문구,2021-01-05,사우나,6.0,28.0,2021-01-20,,목욕장업
84,10.0,서울,동작구,2020-12-03,사우나,21.0,22.0,2020-12-06,,목욕장업
85,10.0,서울,동작구,2020-12-03,사우나,5.0,27.0,2020-12-07,,목욕장업
86,10.0,서울,서초구,2020-11-10,사우나,13.0,14.0,2020-11-17,,목욕장업
87,10.0,서울,서초구,2020-11-10,사우나,27.0,41.0,2020-11-21,,목욕장업
88,10.0,서울,서초구,2020-11-10,사우나,15.0,56.0,2020-11-23,,목욕장업
89,10.0,서울,서초구,2020-11-10,사우나,6.0,62.0,2020-11-24,,목욕장업
90,10.0,서울,서초구,2020-11-10,사우나,9.0,71.0,2020-11-25,,목욕장업
91,10.0,서울,서초구,2020-11-10,사우나,7.0,78.0,2020-11-29,,목욕장업
92,10.0,서울,송파구,2020-11-21,사우나,8.0,9.0,2020-11-27,,목욕장업
93,10.0,서울,송파구,2020-11-21,사우나,5.0,14.0,2020-11-28,,목욕장업
94,40.0,충청북도,증평군,2020-12-14,사우나,10.0,11.0,2020-12-17,,목욕장업
95,10.0,서울,강남구,2020-05-19,삼성서울병원,4.0,4.0,2020-05-19,,의료기관
96,10.0,서울,강남구,2020-05-19,삼성서울병원,2.0,6.0,2020-05-21,2020-05-19 데이터로 누적값 유추,의료기관
97,10.0,서울,강남구,2020-05-19,삼성서울병원,3.0,9.0,2020-05-23,2020-05-21 데이터로 누적값 유추,의료기관
98,10.0,서울,강남구,,삼성화재 영업점,1.0,4.0,2020-06-06,,직장
99,10.0,서울,강남구,,삼성화재 영업점,1.0,6.0,2020-06-16,,직장
100,10.0,서울,강남구,2020-10-11,성지하이츠 3차 오피스텔,4.0,5.0,2020-10-16,,거주지
101,10.0,서울,강남구,2020-08-28,수서1단지아파트,5.0,6.0,2020-09-02,,거주지
102,10.0,서울,강남구,2020-10-04,승광빌딩,4.0,5.0,2020-10-09,,직장
103,10.0,서울,강남구,2020-10-04,승광빌딩,3.0,8.0,2020-10-10,,직장
104,10.0,서울,강남구,2020-10-04,승광빌딩,1.0,9.0,2020-10-13,,직장
105,10.0,서울,강남구,,신도벤쳐타워,6.0,32.0,2020-09-22,,직장
106,10.0,서울,강남구,2020-06-24,역삼동 모임,3.0,3.0,2020-06-25,,"가족, 지인 및 소모임"
107,10.0,서울,강남구,2020-06-24,역삼동 모임,4.0,7.0,2020-06-25,,"가족, 지인 및 소모임"
108,10.0,서울,강남구,2020-06-24,역삼동 모임,3.0,11.0,2020-06-27,1명 누락,"가족, 지인 및 소모임"
109,10.0,서울,강남구,2020-06-24,역삼동 모임,2.0,13.0,2020-06-28,,"가족, 지인 및 소모임"
110,10.0,서울,강남구,2020-08-06,역삼동 사무실(신일유토빌 오피스텔),2.0,9.0,2020-08-13,경기도 광주시 일가족 환자 등(3명)과의 연관성 확인되어 집단사례 분류,직장
111,10.0,서울,강남구,2020-08-06,역삼동 사무실(신일유토빌 오피스텔),1.0,10.0,2020-08-14,,직장
112,10.0,서울,강남구,2020-08-06,역삼동 사무실(신일유토빌 오피스텔),1.0,11.0,2020-08-15,,직장
113,10.0,서울,강남구,2020-08-06,역삼동 사무실(신일유토빌 오피스텔),2.0,13.0,2020-08-16,,직장
114,10.0,서울,강남구,2020-07-02,역삼동 V빌딩,7.0,8.0,2020-07-14,7월 2일 지표환자 1명 추가,직장
115,10.0,서울,강남구,2020-07-02,역삼동 V빌딩,1.0,9.0,2020-07-15,,직장
116,10.0,서울,강남구,2020-10-29,역삼역,,11.0,2020-11-08,,공공장소
117,10.0,서울,강남구,2020-10-29,역삼역,6.0,17.0,2020-11-11,"역학조사 결과, 재분류되어 3명이 '가족'에 추가되어 누적에 포함됨.",공공장소
118,10.0,서울,강남구,2020-10-29,역삼역,5.0,22.0,2020-11-12,,공공장소
119,10.0,서울,강남구,2020-10-29,역삼역,9.0,31.0,2020-11-15,,공공장소
120,10.0,서울,강남구,2020-11-12,연기학원,26.0,27.0,2020-11-27,,교육시설 및 단체
121,10.0,서울,강남구,2020-07-11,이동통신 종사자,4.0,5.0,2020-07-14,7월 11일 지표환자 1명 추가,기타
122,10.0,서울,강남구,2020-09-14,케이티원큐(통신판매업),12.0,13.0,2020-09-21,,직장
123,10.0,서울,강남구,2020-08-12,코리아 IT 아카데미,6.0,7.0,,,교육시설 및 단체
124,10.0,서울,강남구,2020-11-29,콜센터,8.0,9.0,2020-12-02,,콜센터
125,10.0,서울,강남구,2020-11-29,콜센터,5.0,14.0,2020-12-03,,콜센터
126,10.0,서울,강남구,2020-11-29,콜센터,14.0,28.0,2020-12-05,,콜센터
127,10.0,서울,구로구,2020-03-10,콜센터,11.0,11.0,2020-03-10,,콜센터
128,10.0,서울,구로구,2020-03-10,콜센터,66.0,77.0,2020-03-11,,콜센터
129,10.0,서울,구로구,2020-03-10,콜센터,3.0,80.0,2020-03-12,,콜센터
130,10.0,서울,구로구,2020-03-10,콜센터,29.0,109.0,2020-03-13,,콜센터
131,10.0,서울,구로구,2020-03-10,콜센터,6.0,115.0,2020-03-14,,콜센터
132,10.0,서울,구로구,2020-03-10,콜센터,9.0,124.0,2020-03-15,,콜센터
133,10.0,서울,구로구,2020-03-10,콜센터,5.0,129.0,2020-03-16,,콜센터
134,10.0,서울,구로구,2020-03-10,콜센터,5.0,134.0,2020-03-17,,콜센터
135,10.0,서울,구로구,2020-03-10,콜센터,5.0,139.0,2020-03-19,,콜센터
136,10.0,서울,구로구,2020-03-10,콜센터,7.0,146.0,2020-03-20,,콜센터
137,10.0,서울,구로구,2020-03-10,콜센터,2.0,148.0,2020-03-21,,콜센터
138,10.0,서울,구로구,2020-03-10,콜센터,4.0,152.0,2020-03-22,,콜센터
139,10.0,서울,구로구,2020-03-10,콜센터,4.0,156.0,2020-03-23,,콜센터
140,10.0,서울,구로구,2020-03-10,콜센터,2.0,158.0,2020-03-24,,콜센터
141,10.0,서울,구로구,2020-03-10,콜센터,2.0,160.0,2020-03-26,,콜센터
142,10.0,서울,구로구,2020-03-10,콜센터,3.0,163.0,2020-03-27,,콜센터
143,10.0,서울,중구,2020-11-30,콜센터,8.0,9.0,2020-12-05,,콜센터
144,20.0,경기도,평택시,2020-12-07,콜센터,9.0,10.0,2020-12-21,,콜센터
145,41.0,충청남도,천안,2020-11-04,콜센터,20.0,21.0,2020-11-05,,콜센터
146,41.0,충청남도,천안,2020-11-04,콜센터,9.0,30.0,2020-11-06,,콜센터
147,41.0,충청남도,천안,2020-11-04,콜센터,2.0,32.0,2020-11-08,,콜센터
148,41.0,충청남도,천안,2020-11-04,콜센터,9.0,41.0,2020-11-11,,콜센터
149,41.0,충청남도,천안,2020-11-04,콜센터,1.0,42.0,2020-11-14,,콜센터
150,10.0,서울,강남구,2020-12-20,콜센터2,14.0,15.0,2020-12-24,,콜센터
151,10.0,서울,강남구,2020-12-20,콜센터2,6.0,21.0,2020-12-25,,콜센터
152,10.0,서울,중구,2020-12-03,콜센터2,20.0,21.0,2020-12-13,,콜센터
153,10.0,서울,강남구,2020-12-21,택시회사,16.0,17.0,2021-01-09,,직장
154,10.0,서울,강남구,2020-11-29,학원,17.0,18.0,2020-12-02,,교육시설 및 단체
155,11.0,부산,진구,2020-03-07,학원,4.0,4.0,2020-03-07,,교육시설 및 단체
156,20.0,경기도,의정부시,2020-12-12,학원,15.0,16.0,2020-12-20,,교육시설 및 단체
157,20.0,경기도,화성시,2020-12-05,학원,11.0,12.0,2020-12-10,,교육시설 및 단체
158,70.0,제주도,제주시,2020-12-21,학원,22.0,23.0,2020-12-26,,교육시설 및 단체
159,10.0,서울,강남구,2020-09-08,K보건산업,9.0,10.0,2020-09-12,,기업
160,10.0,서울,강남구,2020-09-08,K보건산업,4.0,14.0,2020-09-15,,기업
161,10.0,서울,강남구,2020-09-08,K보건산업,7.0,21.0,2020-09-16,2020-09-17 데이터로 유추,기업
162,10.0,서울,강남구,2020-09-08,K보건산업,6.0,27.0,2020-09-17,,기업
163,10.0,서울,강남구,2020-09-08,K보건산업,5.0,32.0,2020-09-18,,기업
164,10.0,서울,강남구,2020-09-08,K보건산업,6.0,38.0,2020-09-23,,기업
165,10.0,서울,강남구,2020-07-18,K빌딩 부동산 관련 회사,13.0,13.0,2020-07-22,,직장
166,10.0,서울,강남구,2020-07-18,K빌딩 부동산 관련 회사,3.0,16.0,2020-07-25,,직장
167,10.0,서울,강남구,2020-07-18,K빌딩 부동산 관련 회사,1.0,17.0,2020-07-31,,직장
168,10.0,서울,강동구,2020-08-16,강동구 둔촌구립 푸르지오 어린이집,7.0,8.0,2020-08-20,,교육시설 및 단체
169,10.0,서울,강동구,2020-08-16,강동구 둔촌구립 푸르지오 어린이집,7.0,15.0,2020-08-21,,교육시설 및 단체
170,10.0,서울,강동구,2021-01-06,요양병원,12.0,13.0,2021-01-16,,요양병원 및 시설
171,11.0,부산,동구,2020-12-10,요양병원,48.0,49.0,2020-12-13,,요양병원 및 시설
172,11.0,부산,동구,2020-12-10,요양병원,14.0,63.0,2020-12-15,,요양병원 및 시설
173,11.0,부산,북구,2020-12-28,요양병원,14.0,15.0,2021-01-01,,요양병원 및 시설
174,11.0,부산,사상구,2020-12-03,요양병원,6.0,6.0,2020-12-04,,요양병원 및 시설
175,11.0,부산,사상구,2020-12-03,요양병원,19.0,25.0,2020-12-10,,요양병원 및 시설
176,13.0,광주,광산구,2021-01-02,요양병원,64.0,65.0,2021-01-04,,요양병원 및 시설
177,13.0,광주,광산구,2021-01-02,요양병원,13.0,78.0,2021-01-05,,요양병원 및 시설
178,13.0,광주,광산구,2021-01-02,요양병원,5.0,83.0,2021-01-06,,요양병원 및 시설
179,13.0,광주,광산구,2021-01-02,요양병원,12.0,95.0,2021-01-08,,요양병원 및 시설
180,13.0,광주,광산구,2021-01-02,요양병원,20.0,115.0,2021-01-11,,요양병원 및 시설
181,13.0,광주,광산구,2021-01-02,요양병원,6.0,121.0,2021-01-12,,요양병원 및 시설
182,13.0,광주,광산구,2021-01-02,요양병원,16.0,137.0,2021-01-14,,요양병원 및 시설
183,13.0,광주,광산구,2021-01-02,요양병원,12.0,149.0,2021-01-17,,요양병원 및 시설
184,13.0,광주,광산구,2021-01-02,요양병원,7.0,156.0,2021-01-20,,요양병원 및 시설
185,14.0,인천,계양구,2020-12-31,요양병원,48.0,49.0,2021-01-04,,요양병원 및 시설
186,14.0,인천,계양구,2020-12-31,요양병원,8.0,57.0,2021-01-06,,요양병원 및 시설
187,16.0,울산,남구,2020-12-05,요양병원,15.0,16.0,2020-12-06,,요양병원 및 시설
188,16.0,울산,남구,2020-12-05,요양병원,76.0,92.0,2020-12-07,,요양병원 및 시설
189,16.0,울산,남구,2020-12-05,요양병원,8.0,100.0,2020-12-08,,요양병원 및 시설
190,16.0,울산,남구,2020-12-05,요양병원,10.0,110.0,2020-12-09,,요양병원 및 시설
191,16.0,울산,남구,2020-12-05,요양병원,47.0,157.0,2020-12-11,,요양병원 및 시설
192,16.0,울산,남구,2020-12-05,요양병원,47.0,206.0,2020-12-15,계산 이상,요양병원 및 시설
193,16.0,울산,남구,2020-12-05,요양병원,22.0,229.0,2020-12-18,계산 이상,요양병원 및 시설
194,16.0,울산,남구,2020-12-05,요양병원,11.0,240.0,2020-12-21,,요양병원 및 시설
195,20.0,경기도,고양시,2020-12-14,요양병원,29.0,30.0,2020-12-16,,요양병원 및 시설
196,20.0,경기도,고양시,2020-12-14,요양병원,7.0,37.0,2020-12-18,,요양병원 및 시설
197,20.0,경기도,고양시,2020-12-14,요양병원,3.0,40.0,2020-12-19,,요양병원 및 시설
198,20.0,경기도,고양시,2020-12-14,요양병원,6.0,46.0,2020-12-20,,요양병원 및 시설
199,20.0,경기도,고양시,2020-12-14,요양병원,38.0,84.0,2020-12-26,,요양병원 및 시설
200,20.0,경기도,고양시,2020-12-14,요양병원,2.0,86.0,2020-12-27,,요양병원 및 시설
201,20.0,경기도,고양시,2020-12-14,요양병원,19.0,105.0,2020-12-30,,요양병원 및 시설
202,20.0,경기도,부천시,2020-12-09,요양병원,66.0,66.0,2020-12-12,,요양병원 및 시설
203,20.0,경기도,부천시,2020-12-09,요양병원,4.0,70.0,2020-12-13,,요양병원 및 시설
204,20.0,경기도,부천시,2020-12-09,요양병원,2.0,72.0,2020-12-14,,요양병원 및 시설
205,20.0,경기도,부천시,2020-12-09,요양병원,45.0,117.0,2020-12-15,,요양병원 및 시설
206,20.0,경기도,부천시,2020-12-09,요양병원,17.0,134.0,2020-12-19,,요양병원 및 시설
207,20.0,경기도,부천시,2020-12-09,요양병원,12.0,146.0,2020-12-21,,요양병원 및 시설
208,20.0,경기도,부천시,2020-12-09,요양병원,17.0,163.0,2020-12-25,,요양병원 및 시설
209,20.0,경기도,안산시,2020-12-05,요양병원,11.0,12.0,2020-12-12,,요양병원 및 시설
210,20.0,경기도,안산시,2020-12-05,요양병원,5.0,17.0,2020-12-13,,요양병원 및 시설
211,30.0,강원도,속초시,2020-11-12,요양병원,10.0,11.0,2020-11-18,,요양병원 및 시설
212,50.0,전라북도,순창군,2020-12-18,요양병원,16.0,17.0,2020-12-20,,요양병원 및 시설
213,50.0,전라북도,순창군,2020-12-18,요양병원,19.0,36.0,2020-12-23,,요양병원 및 시설
214,50.0,전라북도,순창군,2020-12-18,요양병원,44.0,61.0,2020-12-26,20일 누적 확진자 기준으로 계산됨.,요양병원 및 시설
215,50.0,전라북도,순창군,2020-12-18,요양병원,40.0,76.0,2020-12-30,23일 누적 확진자 기준으로 계산됨.,요양병원 및 시설
216,50.0,전라북도,순창군,2020-12-18,요양병원,20.0,96.0,2021-01-09,,요양병원 및 시설
217,50.0,전라북도,순창군,2020-12-18,요양병원,10.0,106.0,2021-01-13,,요양병원 및 시설
218,50.0,전라북도,순창군,2020-12-18,요양병원,7.0,113.0,2021-01-16,,요양병원 및 시설
219,10.0,서울,강동구,2020-09-04,BF모바일 텔레마케팅 콜센터,15.0,16.0,2020-09-06,,콜센터
220,10.0,서울,강동구,2020-09-04,BF모바일 텔레마케팅 콜센터,2.0,18.0,2020-09-07,,콜센터
221,10.0,서울,강동구,2020-09-04,BF모바일 텔레마케팅 콜센터,4.0,22.0,2020-09-08,,콜센터
222,10.0,서울,강북구,2020-10-03,북서울꿈의교회,3.0,4.0,2020-10-05,,종교시설 및 단체
223,10.0,서울,강북구,2020-10-03,북서울꿈의교회,1.0,5.0,2020-10-06,,종교시설 및 단체
224,10.0,서울,강북구,2020-12-31,아동복지시설,15.0,16.0,2021-01-04,,복지시설 및 단체
225,10.0,서울,강북구,2020-12-31,아동복지시설,4.0,20.0,2021-01-14,,복지시설 및 단체
226,20.0,경기도,부천시,2020-12-21,아동복지시설,13.0,14.0,2021-01-13,,복지시설 및 단체
227,10.0,서울,강서구,2020-11-04,강서구 보험사,,17.0,2020-11-06,,직장
228,10.0,서울,강서구,2020-11-04,강서구 보험사,9.0,26.0,2020-11-07,,직장
229,10.0,서울,강서구,2020-11-04,강서구 보험사,8.0,34.0,2020-11-09,,직장
230,10.0,서울,강서구,2020-11-04,강서구 보험사,2.0,36.0,2020-11-10,,직장
231,10.0,서울,강서구,2020-11-04,강서구 보험사,7.0,43.0,2020-11-11,,직장
232,10.0,서울,강서구,2020-11-04,강서구 보험사,3.0,46.0,2020-11-12,,직장
233,10.0,서울,강서구,2020-11-12,강서구 소재 병원,9.0,10.0,2020-11-14,,의료기관
234,10.0,서울,강서구,2020-11-12,강서구 소재 병원,7.0,17.0,2020-11-16,,의료기관
235,10.0,서울,강서구,2020-11-12,강서구 소재 병원,11.0,28.0,2020-11-21,,의료기관
236,10.0,서울,강서구,2020-11-12,강서구 소재 병원,6.0,34.0,2020-11-23,,의료기관
237,10.0,서울,강서구,2020-11-12,강서구 소재 병원,5.0,39.0,2020-11-25,,의료기관
238,10.0,서울,강서구,2020-10-23,강서구 일가족,6.0,7.0,2020-10-28,,"가족, 지인 및 소모임"
239,10.0,서울,강서구,2020-10-23,강서구 일가족,6.0,13.0,2020-11-13,,"가족, 지인 및 소모임"
240,10.0,서울,강서구,2020-11-23,댄스교습,65.0,66.0,2020-11-26,,교육시설 및 단체
241,10.0,서울,강서구,2020-11-23,댄스교습,63.0,129.0,2020-11-27,,교육시설 및 단체
242,10.0,서울,강서구,2020-11-23,댄스교습,26.0,155.0,2020-11-28,,교육시설 및 단체
243,10.0,서울,강서구,2020-11-23,댄스교습,21.0,176.0,2020-11-29,,교육시설 및 단체
244,10.0,서울,강서구,2020-11-23,댄스교습,13.0,189.0,2020-11-30,,교육시설 및 단체
245,10.0,서울,강서구,2020-11-23,댄스교습,26.0,215.0,2020-12-01,,교육시설 및 단체
246,10.0,서울,강서구,2020-11-23,댄스교습,4.0,219.0,2020-12-02,,교육시설 및 단체
247,10.0,서울,강서구,2020-11-23,댄스교습,21.0,240.0,2020-12-04,,교육시설 및 단체
248,10.0,서울,강서구,2020-11-23,댄스교습,9.0,249.0,2020-12-05,,교육시설 및 단체
249,10.0,서울,강서구,2020-07-20,요양시설(강서중앙데이케어센터),9.0,9.0,2020-07-20,,요양병원 및 시설
250,10.0,서울,강서구,2020-07-20,요양시설(강서중앙데이케어센터),3.0,12.0,2020-07-21,,요양병원 및 시설
251,10.0,서울,강서구,2020-07-20,요양시설(강서중앙데이케어센터),3.0,15.0,2020-07-22,,요양병원 및 시설
252,10.0,서울,강서구,2020-07-20,요양시설(강서중앙데이케어센터),5.0,20.0,2020-07-23,,요양병원 및 시설
253,10.0,서울,강서구,2020-07-20,요양시설(강서중앙데이케어센터),1.0,21.0,2020-07-24,,요양병원 및 시설
254,10.0,서울,강서구,2020-07-20,요양시설(강서중앙데이케어센터),3.0,24.0,2020-07-25,,요양병원 및 시설
255,10.0,서울,강서구,2020-07-20,요양시설(강서중앙데이케어센터),1.0,25.0,2020-07-26,,요양병원 및 시설
256,10.0,서울,강서구,2020-07-20,요양시설(강서중앙데이케어센터),3.0,28.0,2020-07-27,,요양병원 및 시설
257,10.0,서울,강서구,2020-07-20,요양시설(강서중앙데이케어센터),1.0,29.0,2020-07-30,,요양병원 및 시설
258,10.0,서울,강서구,2020-07-20,요양시설(강서중앙데이케어센터),1.0,30.0,2020-07-31,,요양병원 및 시설
